term,phrase,tag1,tag2,tag3,tag4,tag5,tag6,meaninglanguage1,meaning1,meaninglanguage2,meaning2
있거든요,"…이상으로 많이 쓸 때도 있거든요, 너무 그 단어가 좋아서.",,,,,,,en,있는 adj. present 거든요 (-kodeunyo) is used as verb ending for follow thorugh explanation to what has just been said.,,
몰랐었구나'라는,…어떤 아름다운 뜻이 있는지를 몰랐었구나'라는 거를 처음 깨닫게 한…,,,,,,,en,I didn't know',,
나눠,…대해서 좀 진솔하게 얘기를 나눠 볼까요?,동사,나누다,동사,나누다,,,en,"divide, share",,
단지,"…너무 좋고‘ 아, 내가 단지 자주 쓴다는 이유만으로 이…",,,,,,,en,Just / Only / Simply,,
필요,정말 좋아해서 제가 좀 필요 이상으로 많이 쓸 때도…,,,,,,,en,necessity; need; requirement,,
거잖아요,"…평안하세요?”,“ 건강하세요?” 이렇게 물어보는 거잖아요.",,,,,,,en,thing you know,,
깨닫게,"…있는지를 몰랐었구나'라는 거를 처음 깨닫게 한 단어가"" 안녕"" 이에요.",,,,,,,en,realization,,
평안하세요,"좋네요./ 사람들한테 인사할 때마다,“ 평안하세요?”,“ 건강하세요?” 이렇게 물어보는 거잖아요.",,,,,,,en,Be in peace,,
뜻이,…어떤 의미고 어떤 아름다운 뜻이 있는지를 몰랐었구나'라는 거를 처음…,,,,,,,en,to mean something ...,,
이상으로,"…좋아해서 제가 좀 필요 이상으로 많이 쓸 때도 있거든요,…",,,,,,,en,"above, beyond",,
의미고,…이유만으로 이 단어가 어떤 의미고 어떤 아름다운 뜻이 있는지를…,,,,,,,en,Meaning,,
때마다,"좋네요./ 사람들한테 인사할 때마다,“ 평안하세요?”,“ 건강하세요?” 이렇게 물어보는…",,,,,,,en,every time,,
건강하세요,"…사람들한테 인사할 때마다,“ 평안하세요?”,“ 건강하세요?” 이렇게 물어보는 거잖아요.",,,,,,,en,be healthy,,
인사말로,"…안녕”,“ 안녕하세요”,“ 안녕” 이렇게 인사말로 많이 하잖아요.",,,,,,,en,As a greeting,,
쓰던,그래서 어릴 때부터 그냥 쓰던 말이니까 어떤 의미가 담겨…,,,,,,,en,used ; written (past tense w nuance of memory),,
상대방이,"…그러다가 크면서 처음으로""' 안녕하세요'가 상대방이 정말 편안하고, 평안한지를 물어보는…",,,,,,,en,"the opponent, the other side",,
어릴,그래서 어릴 때부터 그냥 쓰던 말이니까…,,,,,,,en,"young, little",,
의미가,…그냥 쓰던 말이니까 어떤 의미가 담겨 있다고 생각을 한…,,,,,,,en,"meaning , significant",,
담겨,…쓰던 말이니까 어떤 의미가 담겨 있다고 생각을 한 번도…,동사,담기다,담기다,동사,,,en,"adj. contain, include, have within",,
말이니까,…어릴 때부터 그냥 쓰던 말이니까 어떤 의미가 담겨 있다고…,,,,,,,en,I mean,,
타임,"수다 타임 이번 에피소드에서는요,",,,,,,,en,Time,,
크면서,"근데 그러다가 크면서 처음으로""' 안녕하세요'가 상대방이 정말…",,,,,,,en,Growing up,,
그러다가,"근데 그러다가 크면서 처음으로""' 안녕하세요'가 상대방이…",,,,,,,en,then,,
수다,"수다 타임 이번 에피소드에서는요,",,,,,,,en,"chatter, gossip",,
스스로에,아 얼마나 스스로에 대한 걱정도 많고 했을까요.,,,,,,,en,To yourself,,
시쯤,몇 시쯤 일어나세요?,,,,,,,en,Around,,
우선,우선 아침에 일어나서.,,,,,,,en,"first of all, above all; priority",,
진행이,…1 년 약 안되게 진행이 되었던 것 같아요.,,,,,,,en,Progress,,
몽땅,그거 몽땅 외우고 컴퓨터 공학 학회에…,,,,,,,en,"adv.  all, totally; completely",,
빈속에,빈속에 꼬르륵 거리면서.,,,,,,,en,On an empty stomach,,
보통,보통 그 하루 일과가 어떻게…,,,,,,,en,"ordinary , typical ,normal",,
학회에,…몽땅 외우고 컴퓨터 공학 학회에 들어와서,,,,,,,en,"학회 學會 
society, academy",,
공학,그거 몽땅 외우고 컴퓨터 공학 학회에 들어와서,,,,,,,en,engineering,,
들어가신,거기 들어가신 거 아니에요?,,,,,,,en,In the,,
젊음과,이 젊음과 시간을 낭비하는 건 아닌가.,,,,,,,en,Young,,
하려고,10 시간 정도는 하려고 늘 했어요. 맨날 새벽에…,,,,,,,en,going to do  ( intent to do),,
진행을,…스터디를 이제 12 시까지 진행을 한다는.,,,,,,,en,"progress, host a show",,
들어와서,…외우고 컴퓨터 공학 학회에 들어와서,,,,,,,en,"들어오는 adj. incoming, entering, ingoing",,
꼬르륵,빈속에 꼬르륵 거리면서.,,,,,,,en,"gorwling , rumbling",,
뽑아주세요,저 뽑아주세요. 저 같이 하고 싶어요.…,,,,,,,en,Please pull,,
외우고,그거 몽땅 외우고 컴퓨터 공학 학회에 들어와서,,,,,,,en,memorize and,,
낭비하는,이 젊음과 시간을 낭비하는 건 아닌가.,,,,,,,en,Wasted,,
정도는,10 시간 정도는 하려고 늘 했어요. 맨날…,,,,,,,en,as/so far as it goes/ to some[a certain] degree,,
살짝살짝,그럴 때 살짝살짝 그냥 클립으로 좀 보시고요.,,,,,,,en,"살짝 – slightly; secretly, furtively",,
자소서,그렇죠. 자소서.,,,,,,,en,place,,
자기소개서는,자기소개서는 제가 항상 염려드는 게…,,,,,,,en,A cover letter is a,,
소위,…솔직히 프로그램 같은 거 소위 말해서 예능 프로그램 이런…,,,,,,,en,So-called,,
클립으로,그럴 때 살짝살짝 그냥 클립으로 좀 보시고요.,,,,,,,en,With clips,,
어쨌든,그리고 어쨌든 하시고.,,,,,,,en,adv.  in any event,,
일과가,보통 그 하루 일과가 어떻게 되는 겁니까?,,,,,,,en,"daily task, daily routine",,
신께서,예전에 나왔던 최협의 신께서 첫 문장에 나의 모든…,,,,,,,en,God,,
네카라,네카라 구베.,,,,,,,en,"acronym for tech companies: Naver, Kakao, Line",,
줌이어서,네. 줌이어서 그런 소리는 잘 못해요.,,,,,,,en,Zoom in and click,,
예능,…같은 거 소위 말해서 예능 프로그램 이런 거 잘…,,,,,,,en,"artistic talents, artistic abilities",,
거리면서,빈속에 꼬르륵 거리면서.,,,,,,,en,At a distance,,
쓰시지만,…늘상 다들 이 많이도 쓰시지만 제일 힘들어하는 게 자기소개고…,,,,,,,en,You write,,
진행하고,네. 공복 스터디 진행하고.,,,,,,,en,"progress, head (toward)",,
다수서,다수서 쓰고.,,,,,,,en,Multiple Books,,
면접,개발 공부하고 면접 준비하고.,,,,,,,en,interview,,
문장이,…딱 담을 수 있는 문장이.,,,,,,,en,"writing, sentence; crest, arms",,
예전에,예전에 나왔던 최협의 신께서 첫…,,,,,,,en,"in the past, in the old times, in the old days",,
해가지고,괜히 한다고 해가지고.,,,,,,,en,"㊀ prepare ⟨something⟩ to bring with ⟨you⟩, make it to carry along, devise and keep with ⟨them⟩; 
㊁ sun sets and (해가 지고)",,
개발,…먹은 뒤에 또 계속 개발 공부하죠.,,,,,,,en,[開發] development; exploitation,,
걱정도,아 얼마나 스스로에 대한 걱정도 많고 했을까요.,,,,,,,en,worries too; concern,,
뒤에,그 다음에 점심 먹은 뒤에 또 계속 개발 공부하죠.,,,,,,,en,"behind, after",,
개발자라고,저는 남다른 성장곡선을 가진 개발자라고 했어요.,,,,,,,en,Called developer,,
클립,클립 보고.,,,,,,,en,Clip,,
늘상,사실 늘상 다들 이 많이도 쓰시지만…,,,,,,,en,Everyday,,
짬짬이,그래도 짬짬이 밥 먹을 때.,,,,,,,en,"in one's spare time, in spare moments",,
성장곡선을,저는 남다른 성장곡선을 가진 개발자라고 했어요.,,,,,,,en,Growth curve,,
솔직히,아 그럼 솔직히 프로그램 같은 거 소위…,,,,,,,en,"솔직히 adv. frankly, honestly, openly, sincerely, straightforwardly",,
준비하고,개발 공부하고 면접 준비하고.,동사,준비하다,동사,준비하다,,,en,"prepare, preparation",,
많이도,사실 늘상 다들 이 많이도 쓰시지만 제일 힘들어하는 게…,,,,,,,en,Too much.,,
자기소개서나,자기소개서나 이런 거.,,,,,,,en,cover letter or,,
문장에,…나왔던 최협의 신께서 첫 문장에 나의 모든 걸 담아라.,,,,,,,en,Sentence,,
나왔던,예전에 나왔던 최협의 신께서 첫 문장에…,,,,,,,en,"나오다 - come[get, go] out, emerge (from)",,
자기소개고,…쓰시지만 제일 힘들어하는 게 자기소개고 있어.,,,,,,,en,Bio,,
드세요,술을 원래 좀 잘 드세요?,동사,들다,동사,들다,,,en,"take, eat, drink (polite), join, enter",,
노력을,…술은 좀 안 마시려고 노력을 했고요.,,,,,,,en,"노력 - effort, exertion, endeavor",,
술은,근데 술은 좀 안 마시려고 노력을…,,,,,,,en,Alcohol,,
담아라,…문장에 나의 모든 걸 담아라.,동사,담다,동사,담다,,,en,contain,,
과연,내가. 나는 과연 할 수 있을까?,,,,,,,en,just as expected / indeed,,
활동은,…사람들이 많이 하는 취미 활동은 운동이에요.,,,,,,,en,"activity, [동사] move, do, be active",,
길을,…걸 담고 내가 걸어왔던 길을 딱 담을 수 있는…,,,,,,,en,"way, path 을",,
남다른,저는 남다른 성장곡선을 가진 개발자라고 했어요.,,,,,,,en,"unusual, extraordinary, unique",,
염려드는,자기소개서는 제가 항상 염려드는 게 무조건 첫 문장에…,,,,,,,en,Concerned,,
듣자마자,근데 첫 문장 딱 듣자마자 관심이 가게 되네.,,,,,,,en,As soon as I heard,,
무조건,…제가 항상 염려드는 게 무조건 첫 문장에 나의 모든…,,,,,,,en,unconditional ( definitely ),,
걸어왔던,…모든 걸 담고 내가 걸어왔던 길을 딱 담을 수…,,,,,,,en,{PT} come on foot 던,,
이혼을,이혼을 가장 많이 들었던 생각은…,,,,,,,en,Divorce,,
꿈꿔,그걸 꿈꿔.,동사,꿈꾸다,동사,꿈꾸다,,,en,Dreaming,,
쓰셨어요,어떻게 쓰셨어요? 자소서에.,,,,,,,en,used (e.g. formal language),,
담아야,저의 임팩트를 담아야 되잖아요.,,,,,,,en,I need you.,,
개성도,저의 개성도 담아야 되고.,,,,,,,en,Personality degree,,
들었던,이혼을 가장 많이 들었던 생각은 혹시 뭡니까?,,,,,,,en,(1) give; carry; hold (2) enter,,
담고,…문장에 나의 모든 걸 담고 내가 걸어왔던 길을 딱…,동사,담다,동사,담다,,,ja,込める　含む　表す,,
담을,…내가 걸어왔던 길을 딱 담을 수 있는 문장이.,동사,담다,동사,담다,,,en,"담 n. wall, partition; phlegm, sputum; gall bladder",,
저의,저의 임팩트를 담아야 되잖아요.,,,,,,,en,My,,
관심이,…첫 문장 딱 듣자마자 관심이 가게 되네.,,,,,,,en,interest,,
혹시,…가장 많이 들었던 생각은 혹시 뭡니까?,,,,,,,en,Perhaps,,
딱,근데 오늘 뭔가 딱 고백을 할 것 같단…,,,,,,,en,just;,,
문과였으니까,왜냐하면 제가 문과였으니까.,,,,,,,en,Because it was liberal arts.,,
자소서에,어떻게 쓰셨어요? 자소서에.,,,,,,,en,In the complaint,,
문장,근데 첫 문장 딱 듣자마자 관심이 가게…,,,,,,,en,[文章] writing; sentence,,
가진,저는 남다른 성장곡선을 가진 개발자라고 했어요.,,,,,,,en,"v.  have, take; bear, give birth",,
남겨주세요,댓글로 남겨주세요.,,,,,,,en,leave (a message),,
가게,…문장 딱 듣자마자 관심이 가게 되네.,,,,,,,en,"shop, store",,
임팩트를,저의 임팩트를 담아야 되잖아요.,,,,,,,en,Impact,,
포인트로,그걸 좀 포인트로 가서.,,,,,,,en,To point,,
쓰셨대요,여기 그렇게 쓰셨대요. 3 학년 때 컴퓨터공학…,,,,,,,en,you wrote,,
그리는,남다른 성장곡선을 그리는 개발자.,,,,,,,en,Draw,,
학년,여기 그렇게 쓰셨대요. 3 학년 때 컴퓨터공학 복수 전공을…,,,,,,,en,academic year,,
복수,…3 학년 때 컴퓨터공학 복수 전공을 시작했고,,,,,,,en,Revenge,,
전공을,…학년 때 컴퓨터공학 복수 전공을 시작했고,,,,,,,en,專攻 Major (in school) || 戰功 distinguished military service,,
입사하신지,입사하신지 얼마나 되셨습니까?,,,,,,,en,You've joined,,
컴공과,…불과 1 년 만에 컴공과 수석을 했다.,,,,,,,en,computer science,,
불과,코딩을 처음 배운 지 불과 1 년 만에 컴공과…,,,,,,,en,only; just; merely; no more than,,
뛰었어요,…아파 서 잘 못 뛰었어요.,동사,뛰다,동사,뛰다,,,en,I was running.,,
취업,아니 이거 저 취업 준비 얼마나 하셨습니까?,,,,,,,en,Employment,,
댓글로,댓글로 남겨주세요.,,,,,,,en,"by comment , with comment",,
등산등을,"달리기, 필라테스, 요가, 암벽등반, 등산등을 많이 해요.",,,,,,,en,hiking light,,
달리기,"달리기, 필라테스, 요가, 암벽등반, 등산등을…",,,,,,,en,"run , race , running",,
등산과,…제가 안 좋아하는 운동은 등산과 달리기 예요.,,,,,,,en,Climbing and,,
무릎,발목 하고 무릎 이 너무 아파 서…,,,,,,,en,knees,,
수석을,…1 년 만에 컴공과 수석을 했다.,,,,,,,en,"수석1 首席
(가장 좋은 성적) top

대학을 수석으로 졸업하다
graduate from college at the head of one's class",,
암벽등반,"달리기, 필라테스, 요가, 암벽등반, 등산등을 많이 해요.",,,,,,,en,Rock climbing,,
발목,발목 하고 무릎 이 너무…,,,,,,,en,Ankle,,
등산을,저는 친구와 등산을 한번 해봤 지만 너무…,,,,,,,en,등산 = mountain climbing,,
정상에서,산 정상에서 보는 경치 가 예뻤…,,,,,,,en,At the top,,
경치,산 정상에서 보는 경치 가 예뻤 지만 너무…,,,,,,,en,View,,
오래,…애들이 잠이 드는 데 오래 걸려요. 그래서 한 10…,,,,,,,en,long (time),,
일주일에,저도 운동을 일주일에 두 번 하고 있어요.,,,,,,,en,week,,
계절,"오늘 은 날씨 와 계절, 그 계절 에 많이…",,,,,,,en,season,,
등산하는,그래서 저는 등산하는 것을 좋아하지않아요.,,,,,,,en,mountain hiking,,
서,…무릎 이 너무 아파 서 잘 못 뛰었어요.,동사,서다,동사,서다,,,en,stand,,
나라,요즘 여러분 의 나라 의 날씨 는 어때요?,동사,나다,동사,나다,,,en,country,,
꽃구경,…피 면 사람들 이 꽃구경 을 하러가요.,,,,,,,en,Flower viewing,,
는데,"…꽃 이 많이 피 는데, 3 월 에 는…",,,,,,,en,는데 (more information connector),,
피,"…는 꽃 이 많이 피 는데, 3 월 에…",,,,,,,en,blood,,
면,꽃 이 많이 피 면 사람들 이 꽃구경 을…,,,,,,,en,1. (particle after verb to add meaning of 'if') 2. noodle,,
바닷가에,많은 사람들이 바닷가에 가요.,,,,,,,en,"beach, shore",,
꼴등만,…3 년 내내 전교 꼴등만 하던 형이 있었대.,,,,,,,en,only the last,,
삼계탕도,그리고 삼계탕도 먹어요.,,,,,,,en,ginseng chicken soup,,
계절에,"…날씨와 계절, 그리고 그 계절에 무엇을 하고, 무엇을 먹어요?…",,,,,,,en,Seasonally,,
이거네,아 이거네 이거야,,,,,,,en,This,,
며칠,장마 때 며칠 동안 계속 비가 와요.,,,,,,,en,"how long, a few days, what day of the month",,
얘,얘 어때?,,,,,,,en,Honey,,
요구,숙명 요구 애들처럼 미리 답받은 거…,,,,,,,en,"demand, ask",,
인절미,…저는 딸기 빙수 하고 인절미 빙수를 제일 좋아해요.,,,,,,,en,"injeolmi, Korean traditional rice cake made from the glutinous rice and coated with bean flour",,
나름,나름 괜찮지?,,,,,,,en,depending on,,
하라고,운동이나 하라고,,,,,,,en,to ask / tell,,
맺었었대,…수능 전날 악마랑 계약을 맺었었대.,,,,,,,en,They had a deal.,,
이거야,아 이거네 이거야,,,,,,,en,That's it.,,
가디건하고,"코트, 니트, 스웨터, 가디건하고 셔츠 등을 입을 수…",,,,,,,en,cardigan and,,
탔는데,…중학생 때 한 번 탔는데 지금은 잘 못 타요.,,,,,,,en,"rode, took but",,
수능에서,…하던 그 형이 막상 수능에서 만점을 맞은 거야.,,,,,,,en,test for college entrance,,
코스모스가,코스모스가 정말 예뻐서 코스모스 축제도…,,,,,,,en,"""Cosmos""",,
축제도,코스모스가 정말 예뻐서 코스모스 축제도 있어요.,,,,,,,en,Festival,,
나라는,지금 여러분의 나라는 날씨가 어때요?,,,,,,,en,Countries,,
못,…고르기도 하는데 저는 없어요.( 못 고르시겠어요?)“ 뭐 하나가 딱…,,,,,,,en,cannot; nail,,
